0.035421800000001724,23,9
0.017836799999997766,16,8
0.012179600000003177,14,7
0.01588050000000152,18,9
0.011133600000000854,14,6
0.016285799999998574,17,9
0.013920800000001066,20,8
0.014972499999998945,15,8
0.015637800000000368,18,8
0.01197700000000168,10,7
0.012313400000003583,13,7
0.01366750000000394,17,8
0.01792209999999983,16,8
0.016126700000000938,15,9
0.016270199999993906,24,9
0.012561099999999215,15,7
0.012882699999998692,12,7
0.01640520000000123,20,9
0.014884299999998518,16,8
0.014818800000000465,15,8
0.014592700000001457,16,8
0.011234300000005248,16,6
0.01224650000000338,20,7
0.018425899999996886,14,8
0.015093900000003657,18,8
0.018228700000001652,15,9
0.010694600000000776,7,5
0.019798999999999012,17,9
0.01652430000000038,18,8
0.01694789999999813,11,7
0.020730200000002696,22,9
0.01687079999999952,17,8
0.009601299999999924,5,5
0.011172799999997096,11,6
0.018081500000000972,19,8
0.009756400000000554,8,5
0.01528950000000151,14,8
0.014833499999994615,18,8
0.011048999999999864,16,6
0.013396000000000186,18,7
0.01328510000000449,18,7
0.012043800000000715,10,6
0.017518500000001325,20,9
0.014652499999996849,21,8
0.01093219999999917,13,6
0.012555700000000058,11,7
0.017232399999997483,14,7
0.01455069999999381,17,8
0.014901800000004073,21,8
0.011235500000005061,14,6
0.014608600000002525,20,8
0.01100100000000026,14,6
0.01598070000000007,14,8
0.01377639999999758,11,7
0.016001700000003893,16,9
0.014532699999996623,12,8
0.015703899999998328,23,9
0.01718269999999933,18,7
0.012441899999998896,13,7
0.013205599999999151,20,7
0.014115199999999106,18,8
0.012448299999995527,14,7
0.012504699999993818,14,7
0.013524100000005035,14,7
0.017460800000002052,19,9
0.013092899999996632,14,7
0.012308500000003164,16,7
0.012750900000000343,13,7
0.020431399999999655,17,9
0.01319480000000084,10,7
0.013318899999994471,14,7
0.0139684000000031,15,8
0.014788500000001648,19,8
0.012557099999995103,15,7
0.016613200000001882,26,9
0.01382149999999882,7,6
0.015482900000002076,16,8
0.014370900000002962,17,8
0.014622199999998031,17,8
0.011227200000000437,10,6
0.021716499999996586,19,9
0.01492600000000266,16,8
0.012810399999999333,13,7
0.01271210000000167,15,7
0.01264600000000371,12,7
0.01455930000000194,14,8
0.013416599999999335,14,7
0.016322500000001128,16,8
0.014637200000002792,10,8
0.012564700000005757,17,7
0.012577199999995514,13,7
0.016407799999996087,16,7
0.014889499999995337,16,8
0.011803299999996852,7,6
0.014522399999997049,15,8
0.011344799999996269,10,6
0.015593400000000202,19,9
0.016781999999999186,12,9
0.015002000000002624,18,8
0.011229499999998893,17,6
0.014363499999994644,28,8
